79484
Matches	Search_type	jot_city	geo_name_city	lat	lon	dist_from_first	geonameid
(0)<2>	No match: walddorfhaslach
(0)<2>	No match:	walddorfhaslach	A	walddorfhaeslach	48.586800	9.183030	549.711528km	2815115
(0)<2>	No match:	walddorfhaslach	A	walddorfhaeslach	48.586800	9.183030	549.711528km	2815115
(1)<0>	EQ:	rheda-wiedenbruck	P	rheda-wiedenbrueck	51.849670	8.300170	0.000000km	2847690
(2)<1>	EQ:	bernstadt auf dem eigen	A	bernstadt	48.499720	10.025150	447.022543km	6555968
(2)<1>	EQ:	brunsbuttel	A	brunsbuettel	53.902200	9.133450	2.042559km	6557324
(1)<0>	EQ:	furstenfeldbruck	P	fuerstenfeldbruck	48.179040	11.254700	0.000000km	2923625
(1)<0>	IN:	ludinghausen	P	luedinghausen	51.768300	7.443790	0.000000km	2875417
(0)<1>	No match:	bad tolz	A	landkreis bad toelz-wolfratshausen	47.753060	11.504720	533.716406km	2953323
(1)<0>	EQ:	goppingen	P	goeppingen	48.703540	9.652090	0.000000km	2919054
(7)<1>	EQ:	weilheim in oberbayern	A	weilheim	47.666700	8.233330	235.602516km	6555921
(1)<0>	IN:	zwonitz	P	zwoenitz	50.630270	12.809990	0.000000km	2803476
(1)<0>	IN:	numbrecht	P	nuembrecht	50.904270	7.540630	0.000000km	2861677
(2)<0>	IN:	konigs wusterhausen	P	neuemuehle	52.300000	13.666670	0.000000km	2865843
(2)<0>	IN:	konigs wusterhausen	P	koenigs wusterhausen	52.301410	13.633000	2.302215km	2885732
one_equal_city_match 67
several_equal_city_match 13
one_in_match 34
several_in_match 6
no_match 5
one_equal_region_match 23
Ending program
